,general,specific,class,api_name,corpus,expert
176,spi,plan,GroupingSetDescriptor,com.facebook.presto.spi.plan.AggregationNode.GroupingSetDescriptor,spi plan GroupingSetDescriptor,"Data Structure,0.61"
177,benchmark,framework,PRESTO,com.facebook.presto.benchmark.framework.QueryException.Type.PRESTO,benchmark framework PRESTO,"Data Structure,0.48"
178,cost,LocalCostEstimate,LocalCostEstimate,com.facebook.presto.cost.LocalCostEstimate.addPartialComponents,cost LocalCostEstimate LocalCostEstimate,"Software Development and IT Operations,0.57"
179,execution,execution,Lifespan,com.facebook.presto.execution.Lifespan,execution execution Lifespan,"Software Development and IT Operations,0.52"
180,memory,context,SimpleLocalMemoryContext,com.facebook.presto.memory.context.SimpleLocalMemoryContext,memory context SimpleLocalMemoryContext,"Data Structure,0.67"
181,plugin,base,AllowAllAccessControl,com.facebook.presto.plugin.base.security.AllowAllAccessControl,plugin base AllowAllAccessControl,"Software Development and IT Operations,0.74"
182,spi,security,ConnectorIdentity,com.facebook.presto.spi.security.ConnectorIdentity,spi security ConnectorIdentity,"Security,0.72"
183,spi,relation,DeterminismEvaluator,com.facebook.presto.spi.relation.DeterminismEvaluator,spi relation DeterminismEvaluator,"Natural Language Processing,0.42"
184,spi,relation,PredicateCompiler,com.facebook.presto.spi.relation.PredicateCompiler,spi relation PredicateCompiler,"Parser,0.58"
185,spi,spi,StandardErrorCode,com.facebook.presto.spi.StandardErrorCode,spi spi StandardErrorCode,"Error Handling,0.63"
186,spi,StandardErrorCode,EXCEEDED_GLOBAL_MEMORY_LIMIT,com.facebook.presto.spi.StandardErrorCode.EXCEEDED_GLOBAL_MEMORY_LIMIT,spi StandardErrorCode EXCEEDED_GLOBAL_MEMORY_LIMIT,"Big Data,0.57"
187,spi,StandardErrorCode,EXCEEDED_LOCAL_MEMORY_LIMIT,com.facebook.presto.spi.StandardErrorCode.EXCEEDED_LOCAL_MEMORY_LIMIT,spi StandardErrorCode EXCEEDED_LOCAL_MEMORY_LIMIT,"Big Data,0.55"
188,spi,StandardErrorCode,EXCEEDED_REVOCABLE_MEMORY_LIMIT,com.facebook.presto.spi.StandardErrorCode.EXCEEDED_REVOCABLE_MEMORY_LIMIT,spi StandardErrorCode EXCEEDED_REVOCABLE_MEMORY_LIMIT,"Error Handling,0.44"
189,spi,StandardErrorCode,EXCEEDED_SCAN_RAW_BYTES_READ_LIMIT,com.facebook.presto.spi.StandardErrorCode.EXCEEDED_SCAN_RAW_BYTES_READ_LIMIT,spi StandardErrorCode EXCEEDED_SCAN_RAW_BYTES_READ_LIMIT,"Input and Output,0.6"
190,spi,StandardErrorCode,EXCEEDED_OUTPUT_SIZE_LIMIT,com.facebook.presto.spi.StandardErrorCode.EXCEEDED_OUTPUT_SIZE_LIMIT,spi StandardErrorCode EXCEEDED_OUTPUT_SIZE_LIMIT,"Input and Output,0.68"
191,spi,plan,IntersectNode,com.facebook.presto.spi.plan.IntersectNode,spi plan IntersectNode,"Data Structure,0.53"
192,spi,spiller,SpillCipher,com.facebook.presto.spi.spiller.SpillCipher,spi spiller SpillCipher,"Parser,0.27"
193,spi,StandardErrorCode,OUT_OF_SPILL_SPACE,com.facebook.presto.spi.StandardErrorCode.OUT_OF_SPILL_SPACE,spi StandardErrorCode OUT_OF_SPILL_SPACE,"Big Data,0.6"
194,spi,spi,PrestoWarning,com.facebook.presto.spi.PrestoWarning,spi spi PrestoWarning,"Security,0.27"
195,spi,eventlistener,EventListener,com.facebook.presto.spi.eventlistener.EventListener,spi eventlistener EventListener,"Event Handling,0.58"
196,spi,storage,StorageCapabilities,com.facebook.presto.spi.storage.StorageCapabilities,spi storage StorageCapabilities,"Data Structure,0.58"
197,spi,eventlistener,QueryCompletedEvent,com.facebook.presto.spi.eventlistener.QueryCompletedEvent,spi eventlistener QueryCompletedEvent,"Event Handling,0.63"
198,spi,eventlistener,QueryCreatedEvent,com.facebook.presto.spi.eventlistener.QueryCreatedEvent,spi eventlistener QueryCreatedEvent,"Event Handling,0.63"
199,spi,storage,TempDataOperationContext,com.facebook.presto.spi.storage.TempDataOperationContext,spi storage TempDataOperationContext,"Data Structure,0.75"
200,spi,storage,TempDataSink,com.facebook.presto.spi.storage.TempDataSink,spi storage TempDataSink,"Big Data,0.66"
201,spi,storage,TempStorageHandle,com.facebook.presto.spi.storage.TempStorageHandle,spi storage TempStorageHandle,"Big Data,0.56"
202,spi,statistics,DoubleRange,com.facebook.presto.spi.statistics.DoubleRange,spi statistics DoubleRange,"Big Data,0.57"
203,spi,statistics,Estimate,com.facebook.presto.spi.statistics.Estimate,spi statistics Estimate,"Data Structure,0.52"
204,spi,Constraint,Constraint,com.facebook.presto.spi.Constraint.alwaysTrue,spi Constraint Constraint,"Logic,0.46"
205,spi,spi,TestingSession,com.facebook.presto.spi.TestingSession,spi spi TestingSession,"Test,0.57"
206,spi,StandardErrorCode,UNKNOWN_TRANSACTION,com.facebook.presto.spi.StandardErrorCode.UNKNOWN_TRANSACTION,spi StandardErrorCode UNKNOWN_TRANSACTION,"Error Handling,0.49"
207,spi,relation,ConstantExpression,com.facebook.presto.spi.relation.ConstantExpression.createConstantExpression,spi relation ConstantExpression,"Natural Language Processing,0.53"
208,spi,relation,,com.facebook.presto.spi.relation.SpecialFormExpression.Form.IN,spi relation nan,"Logic,0.28"
209,spi,connector,ClassLoaderSafeNodePartitioningProvider,com.facebook.presto.spi.connector.classloader.ClassLoaderSafeNodePartitioningProvider,spi connector ClassLoaderSafeNodePartitioningProvider,"User Interface,0.64"
210,spi,function,FunctionMetadataManager,com.facebook.presto.spi.function.FunctionMetadataManager,spi function FunctionMetadataManager,"Data Structure,0.67"
211,spi,function,StandardFunctionResolution,com.facebook.presto.spi.function.StandardFunctionResolution,spi function StandardFunctionResolution,"Input and Output,0.66"
212,spi,plan,FilterStatsCalculatorService,com.facebook.presto.spi.plan.FilterStatsCalculatorService,spi plan FilterStatsCalculatorService,"Big Data,0.59"
213,spi,resourceGroups,ResourceGroup,com.facebook.presto.spi.resourceGroups.ResourceGroup,spi resourceGroups ResourceGroup,"Geographic Information System ,0.49"
214,spi,function,AggregationFunction,com.facebook.presto.spi.function.AggregationFunction,spi function AggregationFunction,"Data Structure,0.59"
215,spi,function,AggregationState,com.facebook.presto.spi.function.AggregationState,spi function AggregationState,"Data Structure,0.61"
216,spi,spi,ConnectorPlanOptimizer,com.facebook.presto.spi.ConnectorPlanOptimizer,spi spi ConnectorPlanOptimizer,"Setup,0.41"
217,spi,function,CombineFunction,com.facebook.presto.spi.function.CombineFunction,spi function CombineFunction,"Input and Output,0.59"
218,spi,function,InputFunction,com.facebook.presto.spi.function.InputFunction,spi function InputFunction,"Input and Output,0.75"
219,spi,function,OutputFunction,com.facebook.presto.spi.function.OutputFunction,spi function OutputFunction,"Input and Output,0.77"
220,spi,spi,TableHandle,com.facebook.presto.spi.TableHandle,spi spi TableHandle,"Multi Thread,0.39"
221,spi,spi,VariableAllocator,com.facebook.presto.spi.VariableAllocator,spi spi VariableAllocator,"Data Structure,0.36"
222,spi,StandardErrorCode,GENERIC_RECOVERY_ERROR,com.facebook.presto.spi.StandardErrorCode.GENERIC_RECOVERY_ERROR,spi StandardErrorCode GENERIC_RECOVERY_ERROR,"Error Handling,0.68"
223,spi,plan,AggregationNode,com.facebook.presto.spi.plan.AggregationNode,spi plan AggregationNode,"Data Structure,0.59"
224,spi,plan,PlanVisitor,com.facebook.presto.spi.plan.PlanVisitor,spi plan PlanVisitor,"Software Development and IT Operations,0.54"
225,spi,plan,TableScanNode,com.facebook.presto.spi.plan.TableScanNode,spi plan TableScanNode,"Data Structure,0.6"
226,spi,StandardErrorCode,REMOTE_HOST_GONE,com.facebook.presto.spi.StandardErrorCode.REMOTE_HOST_GONE,spi StandardErrorCode REMOTE_HOST_GONE,"Network,0.53"
227,spi,StandardErrorCode,REMOTE_TASK_ERROR,com.facebook.presto.spi.StandardErrorCode.REMOTE_TASK_ERROR,spi StandardErrorCode REMOTE_TASK_ERROR,"Error Handling,0.73"
228,spi,StandardErrorCode,TOO_MANY_REQUESTS_FAILED,com.facebook.presto.spi.StandardErrorCode.TOO_MANY_REQUESTS_FAILED,spi StandardErrorCode TOO_MANY_REQUESTS_FAILED,"Software Development and IT Operations,0.61"
229,spi,plan,PARTIAL,com.facebook.presto.spi.plan.AggregationNode.Step.PARTIAL,spi plan PARTIAL,"Data Structure,0.48"
230,spi,function,AccumulatorStateSerializer,com.facebook.presto.spi.function.AccumulatorStateSerializer,spi function AccumulatorStateSerializer,"Input and Output,0.56"
231,spi,function,AccumulatorState,com.facebook.presto.spi.function.AccumulatorState,spi function AccumulatorState,"Input and Output,0.58"
232,spi,function,AccumulatorStateMetadata,com.facebook.presto.spi.function.AccumulatorStateMetadata,spi function AccumulatorStateMetadata,"Data Structure,0.65"
233,spi,security,AccessDeniedException,com.facebook.presto.spi.security.AccessDeniedException.denyGrantTablePrivilege,spi security AccessDeniedException,"Security,0.76"
234,spi,security,AccessDeniedException,com.facebook.presto.spi.security.AccessDeniedException.denyInsertTable,spi security AccessDeniedException,"Security,0.76"
235,spi,security,AccessDeniedException,com.facebook.presto.spi.security.AccessDeniedException.denyQueryIntegrityCheck,spi security AccessDeniedException,"Security,0.76"
236,spi,security,AccessDeniedException,com.facebook.presto.spi.security.AccessDeniedException.denyRenameColumn,spi security AccessDeniedException,"Security,0.76"
237,spi,security,AccessDeniedException,com.facebook.presto.spi.security.AccessDeniedException.denyRenameSchema,spi security AccessDeniedException,"Security,0.76"
238,spi,security,AccessDeniedException,com.facebook.presto.spi.security.AccessDeniedException.denyRenameTable,spi security AccessDeniedException,"Security,0.76"
239,spi,security,AccessDeniedException,com.facebook.presto.spi.security.AccessDeniedException.denyRevokeRoles,spi security AccessDeniedException,"Security,0.76"
240,SystemSessionProperties,SystemSessionProperties,SystemSessionProperties,com.facebook.presto.SystemSessionProperties.isEnableStatsCalculator,SystemSessionProperties SystemSessionProperties SystemSessionProperties,"Software Development and IT Operations,0.68"
241,benchmark,benchmark,BenchmarkSuite,com.facebook.presto.benchmark.BenchmarkSuite,benchmark benchmark BenchmarkSuite,"Application Performance Manager,0.5"
242,cost,StatsUtil,StatsUtil,com.facebook.presto.cost.StatsUtil.toVariableStatsEstimate,cost StatsUtil StatsUtil,"Big Data,0.49"
243,server,testing,TestShutdownAction,com.facebook.presto.server.testing.TestingPrestoServer.TestShutdownAction,server testing TestShutdownAction,"Test,0.79"
244,spi,statistics,Builder,com.facebook.presto.spi.statistics.ColumnStatistics.Builder,spi statistics Builder,"Data Structure,0.44"
245,spi,spi,ConnectorResolvedIndex,com.facebook.presto.spi.ConnectorResolvedIndex,spi spi ConnectorResolvedIndex,"Input and Output,0.43"
246,spi,StandardErrorCode,FUNCTION_IMPLEMENTATION_ERROR,com.facebook.presto.spi.StandardErrorCode.FUNCTION_IMPLEMENTATION_ERROR,spi StandardErrorCode FUNCTION_IMPLEMENTATION_ERROR,"Error Handling,0.74"
247,spi,page,PageDataOutput,com.facebook.presto.spi.page.PageDataOutput,spi page PageDataOutput,"Input and Output,0.72"
248,spi,page,PagesSerdeUtil,com.facebook.presto.spi.page.PagesSerdeUtil,spi page PagesSerdeUtil,"User Interface,0.37"
249,spi,security,AccessDeniedException,com.facebook.presto.spi.security.AccessDeniedException.denyRevokeTablePrivilege,spi security AccessDeniedException,"Security,0.76"
250,spi,security,AccessDeniedException,com.facebook.presto.spi.security.AccessDeniedException.denySelectColumns,spi security AccessDeniedException,"Security,0.76"
251,spi,security,AccessDeniedException,com.facebook.presto.spi.security.AccessDeniedException.denySetCatalogSessionProperty,spi security AccessDeniedException,"Security,0.76"
252,spi,security,AccessDeniedException,com.facebook.presto.spi.security.AccessDeniedException.denySetRole,spi security AccessDeniedException,"Security,0.76"
253,spi,security,AccessDeniedException,com.facebook.presto.spi.security.AccessDeniedException.denySetSystemSessionProperty,spi security AccessDeniedException,"Security,0.76"
254,spi,security,AccessDeniedException,com.facebook.presto.spi.security.AccessDeniedException.denySetUser,spi security AccessDeniedException,"Security,0.76"
255,spi,security,AccessDeniedException,com.facebook.presto.spi.security.AccessDeniedException.denyShowCurrentRoles,spi security AccessDeniedException,"Security,0.76"
256,spi,security,AccessDeniedException,com.facebook.presto.spi.security.AccessDeniedException.denyShowRoleGrants,spi security AccessDeniedException,"Security,0.76"
257,spi,security,AccessDeniedException,com.facebook.presto.spi.security.AccessDeniedException.denyShowRoles,spi security AccessDeniedException,"Security,0.76"
258,spi,function,AggregationStateSerializerFactory,com.facebook.presto.spi.function.AggregationStateSerializerFactory,spi function AggregationStateSerializerFactory,"Data Structure,0.59"
259,spi,memory,ClusterMemoryPoolManager,com.facebook.presto.spi.memory.ClusterMemoryPoolManager,spi memory ClusterMemoryPoolManager,"Data Structure,0.56"
260,spi,function,OperatorDependency,com.facebook.presto.spi.function.OperatorDependency,spi function OperatorDependency,"Input and Output,0.55"
261,spi,function,TypeParameterSpecialization,com.facebook.presto.spi.function.TypeParameterSpecialization,spi function TypeParameterSpecialization,"Data Structure,0.63"
262,spi,NodeState,ACTIVE,com.facebook.presto.spi.NodeState.ACTIVE,spi NodeState ACTIVE,"Input and Output,0.33"
263,spi,NodeState,SHUTTING_DOWN,com.facebook.presto.spi.NodeState.SHUTTING_DOWN,spi NodeState SHUTTING_DOWN,"Software Development and IT Operations,0.4"
264,spi,StandardErrorCode,CLUSTER_OUT_OF_MEMORY,com.facebook.presto.spi.StandardErrorCode.CLUSTER_OUT_OF_MEMORY,spi StandardErrorCode CLUSTER_OUT_OF_MEMORY,"Big Data,0.59"
265,spi,function,SCALAR,com.facebook.presto.spi.function.FunctionKind.SCALAR,spi function SCALAR,"Input and Output,0.47"
266,spi,spi,ConnectorIndexHandle,com.facebook.presto.spi.ConnectorIndexHandle,spi spi ConnectorIndexHandle,"Input and Output,0.46"
267,spi,function,InvocationConvention,com.facebook.presto.spi.function.InvocationConvention,spi function InvocationConvention,"Event Handling,0.46"
268,spi,function,InvocationArgumentConvention,com.facebook.presto.spi.function.InvocationConvention.InvocationArgumentConvention,spi function InvocationArgumentConvention,"Logic,0.56"
269,spi,function,InvocationReturnConvention,com.facebook.presto.spi.function.InvocationConvention.InvocationReturnConvention,spi function InvocationReturnConvention,"Event Handling,0.53"
270,spi,StandardErrorCode,FUNCTION_NOT_FOUND,com.facebook.presto.spi.StandardErrorCode.FUNCTION_NOT_FOUND,spi StandardErrorCode FUNCTION_NOT_FOUND,"Software Development and IT Operations,0.59"
271,spi,spi,SortingProperty,com.facebook.presto.spi.SortingProperty,spi spi SortingProperty,"Data Structure,0.37"
272,spi,function,FunctionNamespaceManager,com.facebook.presto.spi.function.FunctionNamespaceManager,spi function FunctionNamespaceManager,"User Interface,0.61"
273,spi,function,FunctionNamespaceTransactionHandle,com.facebook.presto.spi.function.FunctionNamespaceTransactionHandle,spi function FunctionNamespaceTransactionHandle,"User Interface,0.64"
274,spi,function,Parameter,com.facebook.presto.spi.function.Parameter,spi function Parameter,"Input and Output,0.59"
275,spi,function,ScalarFunctionImplementation,com.facebook.presto.spi.function.ScalarFunctionImplementation,spi function ScalarFunctionImplementation,"Data Structure,0.61"
276,spi,function,SqlFunction,com.facebook.presto.spi.function.SqlFunction,spi function SqlFunction,"Data Structure,0.55"
277,spi,function,SqlInvokedScalarFunctionImplementation,com.facebook.presto.spi.function.SqlInvokedScalarFunctionImplementation,spi function SqlInvokedScalarFunctionImplementation,"Data Structure,0.6"
278,spi,StandardErrorCode,FUNCTION_IMPLEMENTATION_MISSING,com.facebook.presto.spi.StandardErrorCode.FUNCTION_IMPLEMENTATION_MISSING,spi StandardErrorCode FUNCTION_IMPLEMENTATION_MISSING,"Data Structure,0.62"
279,spi,function,BUILTIN,com.facebook.presto.spi.function.FunctionImplementationType.BUILTIN,spi function BUILTIN,"Software Development and IT Operations,0.62"
280,spi,function,SQL,com.facebook.presto.spi.function.FunctionImplementationType.SQL,spi function SQL,"Parser,0.5"
281,spi,page,PageDecompressor,com.facebook.presto.spi.page.PageDecompressor,spi page PageDecompressor,"User Interface,0.44"
282,spi,page,PagesSerdeUtil,com.facebook.presto.spi.page.PagesSerdeUtil.readSerializedPage,spi page PagesSerdeUtil,"User Interface,0.37"
283,spiller,spiller,NodeSpillConfig,com.facebook.presto.spiller.NodeSpillConfig,spiller spiller NodeSpillConfig,"Parser,0.25"
284,spiller,FileSingleStreamSpillerFactory,SPILL_FILE_SUFFIX,com.facebook.presto.spiller.FileSingleStreamSpillerFactory.SPILL_FILE_SUFFIX,spiller FileSingleStreamSpillerFactory SPILL_FILE_SUFFIX,"Error Handling,0.41"
